subject_set,pc,explained_variance_fraction,cumulative_explained_variance
all516,PC42,0.005283674284244568,0.7375289201824777
all516,PC43,0.005256964167094624,0.7427858843495724
all516,PC44,0.005159556657502295,0.7479454410070747
all516,PC45,0.005111860604095337,0.75305730161117
all516,PC46,0.005017790426965023,0.7580750920381351
all516,PC47,0.004990445407547072,0.7630655374456822
all516,PC48,0.004979055806599147,0.7680445932522814
all516,PC49,0.0048400527968696355,0.772884646049151
all516,PC50,0.004793129695358822,0.7776777757445098
all516,PC51,0.004732566913902509,0.7824103426584124
all516,PC52,0.004621799863925477,0.7870321425223379
all516,PC53,0.004493425863568389,0.7915255683859063
all516,PC54,0.004376603157174097,0.7959021715430804
all516,PC55,0.004338040287779084,0.8002402118308595
all516,PC56,0.004318912245408178,0.8045591240762676
all516,PC57,0.004191758462870942,0.8087508825391385
all516,PC58,0.004054480744638198,0.8128053632837767
all516,PC59,0.003980344333925275,0.816785707617702
all516,PC60,0.0039336191664243935,0.8207193267841264
all516,PC61,0.0038852571247789385,0.8246045839089053
all516,PC62,0.0037562050961131785,0.8283607890050185
all516,PC63,0.003685215549891863,0.8320460045549104
all516,PC64,0.003622849992336142,0.8356688545472466
all516,PC65,0.003588793535109778,0.8392576480823564
all516,PC66,0.003536160752679534,0.8427938088350359
all516,PC67,0.003451935607749011,0.8462457444427849
all516,PC68,0.003340487512068492,0.8495862319548534
all516,PC69,0.0032582124117849958,0.8528444443666384
all516,PC70,0.0032504116922972255,0.8560948560589356
all516,PC71,0.0032116628404701888,0.8593065188994058
all516,PC72,0.00315444657713423,0.86246096547654
all516,PC73,0.0030449599903240774,0.8655059254668641
all516,PC74,0.002922992402992305,0.8684289178698564
all516,PC75,0.0028981647787802984,0.8713270826486367
all516,PC76,0.002846039614657241,0.8741731222632939
all516,PC77,0.0027991628952223407,0.8769722851585162
all516,PC78,0.002776905362218522,0.8797491905207347
all516,PC79,0.0027624598235410813,0.8825116503442758
all516,PC80,0.0027167111658513887,0.8852283615101272
all516,PC81,0.0026855810765135124,0.8879139425866407
all516,PC82,0.0026078710812603,0.890521813667901
all516,PC83,0.0025626383879983126,0.8930844520558993
all516,PC84,0.002536186562895501,0.8956206386187947
all516,PC85,0.002511987656828645,0.8981326262756234
all516,PC86,0.002440592241058724,0.9005732185166822
all516,PC87,0.0023561542754053353,0.9029293727920875
all516,PC88,0.0023219429542886724,0.9052513157463762
all516,PC89,0.0021921088743984615,0.9074434246207747
all516,PC90,0.002137473063186294,0.909580897683961
all516,PC91,0.0021130553082929215,0.9116939529922539
all516,PC92,0.0020825201439962932,0.9137764731362502
all516,PC93,0.0020455395077998836,0.91582201264405
all516,PC94,0.0019854695092629956,0.9178074821533131
all516,PC95,0.0019430376995062005,0.9197505198528193
all516,PC96,0.0019162322828856144,0.9216667521357049
all516,PC97,0.0018397372635938893,0.9235064893992988
all516,PC98,0.001825484502329937,0.9253319739016287
all516,PC99,0.0018023563413100876,0.9271343302429388
all516,PC100,0.001765704902521494,0.9289000351454603
