subject_set,reaction_id,reaction_token_group,taxon_id,species_name,paper_taxon,n_subjects_in_set,n_subjects_with_flux,fraction_subjects_with_flux,median_signed_flux,median_abs_flux,total_abs_flux,fraction_of_total_abs_flux
optimal414,EX_lys_L(e),lysine,Bacteroides_xylanisolvens_XB1A,Bacteroides xylanisolvens,Bacteroides xylanisolvens,414,189,0.4565217391304347,-0.0088137051816341,0.0110622373061473,9.267023284491424,0.05471612233648468
optimal414,EX_lys_L(e),lysine,Bilophila_wadsworthia_3_1_6,Bilophila wadsworthia,Bilophila unclassified,414,41,0.09903381642512075,-0.0037413085091775,0.0037413085091775,0.4792064322476978,0.00282942180745091
optimal414,LYSDC,lysine,Escherichia_coli_UTI89_UPEC,Escherichia coli,Escherichia coli,414,1,0.00241545893719806,0.0434215016900049,0.0434215016900049,0.0434215016900049,1
optimal414,LYS_Ltex,lysine,Escherichia_coli_UTI89_UPEC,Escherichia coli,Escherichia coli,414,347,0.8381642512077294,0.0226467033072125,0.0837978702356401,42.60270013485308,0.41298896372953464
optimal414,LYS_Ltex,lysine,Bacteroides_dorei_DSM_17855,Bacteroides dorei,Bacteroides dorei,414,265,0.6400966183574879,0.0436328025763904,0.0436328025763904,19.833577486263337,0.192265949979078
optimal414,LYS_Ltex,lysine,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella pneumoniae,Klebsiella pneumoniae,414,184,0.4444444444444444,0.01120527112389855,0.0206350330419542,19.443067908795157,0.1884803649054901
optimal414,LYS_Ltex,lysine,Parabacteroides_merdae_ATCC_43184,Parabacteroides merdae,Parabacteroides merdae,414,224,0.5410628019323671,0.02934638402856244,0.02934638402856244,11.531418950301932,0.11178513914709026
optimal414,LYS_Ltex,lysine,Bacteroides_xylanisolvens_XB1A,Bacteroides xylanisolvens,Bacteroides xylanisolvens,414,189,0.4565217391304347,0.0088137051816341,0.0110622373061473,9.267023284491424,0.08983417320980047
optimal414,LYS_Ltex,lysine,Bilophila_wadsworthia_3_1_6,Bilophila wadsworthia,Bilophila unclassified,414,41,0.09903381642512075,0.0037413085091775,0.0037413085091775,0.4792064322476978,0.00464540902900652
optimal414,LYSabc,lysine,Faecalibacterium_prausnitzii_M21_2,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,414,39,0.09420289855072464,0.1697906325177873,0.1697906325177873,24.925791553036024,0.6030292337795254
optimal414,LYSabc,lysine,Ruminococcus_torques_ATCC_27756,Ruminococcus torques,Ruminococcus torques,414,351,0.8478260869565217,0.0191906024120412,0.0191906024120412,16.4085089365306,0.39697076622047456
optimal414,LYSt2r,lysine,Faecalibacterium_prausnitzii_M21_2,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,414,294,0.7101449275362319,0.13982286219226742,0.15139884955226574,59.075694430017144,1
optimal414,LYSt2rpp,lysine,Escherichia_coli_UTI89_UPEC,Escherichia coli,Escherichia coli,414,347,0.8381642512077294,0.0226467033072125,0.0837978702356401,42.60270013485308,0.6866334558850612
optimal414,LYSt2rpp,lysine,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella pneumoniae,Klebsiella pneumoniae,414,184,0.4444444444444444,0.01120527112389855,0.0206350330419542,19.443067908795157,0.3133665441149388
optimal414,LYSt3rpp,lysine,Bacteroides_dorei_DSM_17855,Bacteroides dorei,Bacteroides dorei,414,265,0.6400966183574879,-0.0436328025763904,0.0436328025763904,19.833577486263337,0.4824370212725746
optimal414,LYSt3rpp,lysine,Parabacteroides_merdae_ATCC_43184,Parabacteroides merdae,Parabacteroides merdae,414,224,0.5410628019323671,-0.02934638402856244,0.02934638402856244,11.531418950301932,0.2804931895560861
optimal414,LYSt3rpp,lysine,Bacteroides_xylanisolvens_XB1A,Bacteroides xylanisolvens,Bacteroides xylanisolvens,414,189,0.4565217391304347,-0.0088137051816341,0.0110622373061473,9.267023284491424,0.22541344911325567
optimal414,LYSt3rpp,lysine,Bilophila_wadsworthia_3_1_6,Bilophila wadsworthia,Bilophila unclassified,414,41,0.09903381642512075,-0.0037413085091775,0.0037413085091775,0.4792064322476978,0.01165634005808364
